ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-09-10,-33863.111473158875,-35149.533657769956,-32550.894315891113,-33863.111473158875,-33863.111473158875,-25.748017987726314,-25.748017987726314,-25.748017987726314,-25.748017987726314,-25.748017987726314,-25.748017987726314,0.0,0.0,0.0,-33888.8594911466
2024-09-11,-33767.30942016657,-35019.225136606285,-32443.616153965755,-33767.30942016657,-33767.30942016657,-0.2931102093864197,-0.2931102093864197,-0.2931102093864197,-0.2931102093864197,-0.2931102093864197,-0.2931102093864197,0.0,0.0,0.0,-33767.60253037596
2024-09-12,-33671.507367174265,-35004.65881455692,-32460.150727131397,-33671.507367174265,-33671.507367174265,-8.290372775003108,-8.290372775003108,-8.290372775003108,-8.290372775003108,-8.290372775003108,-8.290372775003108,0.0,0.0,0.0,-33679.79773994927
2024-09-13,-33575.70531418196,-34666.735677848024,-32251.526987117104,-33575.70531418196,-33575.70531418196,83.46607333749814,83.46607333749814,83.46607333749814,83.46607333749814,83.46607333749814,83.46607333749814,0.0,0.0,0.0,-33492.239240844465
2024-09-14,-33479.903261189655,-34678.42361346676,-32028.237508545917,-33479.903261189655,-33479.903261189655,102.07758814156635,102.07758814156635,102.07758814156635,102.07758814156635,102.07758814156635,102.07758814156635,0.0,0.0,0.0,-33377.825673048086
2024-09-16,-33288.299155205044,-34577.79616170044,-31803.76451368671,-33288.299155205044,-33288.299155205044,147.5991339674573,147.5991339674573,147.5991339674573,147.5991339674573,147.5991339674573,147.5991339674573,0.0,0.0,0.0,-33140.700021237586
2024-09-17,-33192.497102212736,-34557.71119778975,-31909.05628574344,-33192.497102212736,-33192.497102212736,-25.74801798828958,-25.74801798828958,-25.74801798828958,-25.74801798828958,-25.74801798828958,-25.74801798828958,0.0,0.0,0.0,-33218.24512020103
2024-09-18,-33096.69504922044,-34456.42808774831,-31873.04513263898,-33096.69504922044,-33096.69504922044,-0.2931102092481183,-0.2931102092481183,-0.2931102092481183,-0.2931102092481183,-0.2931102092481183,-0.2931102092481183,0.0,0.0,0.0,-33096.98815942969
2024-09-19,-33054.60242627767,-34317.72654584238,-31760.35756450834,-33054.60242627767,-33054.60242627767,-8.29037277566306,-8.29037277566306,-8.29037277566306,-8.29037277566306,-8.29037277566306,-8.29037277566306,0.0,0.0,0.0,-33062.892799053334
2024-09-20,-33012.5098033349,-34184.203308868324,-31644.046277073052,-33012.5098033349,-33012.5098033349,83.46607333729892,83.46607333729892,83.46607333729892,83.46607333729892,83.46607333729892,83.46607333729892,0.0,0.0,0.0,-32929.0437299976
2024-09-23,-32886.23193450659,-33934.19579754691,-31493.266632549876,-32886.23193450659,-32886.23193450659,147.59913396669228,147.59913396669228,147.59913396669228,147.59913396669228,147.59913396669228,147.59913396669228,0.0,0.0,0.0,-32738.6328005399
2024-09-24,-32844.13931156382,-34204.23126675648,-31521.600683149813,-32844.13931156382,-32844.13931156382,-25.748017988852844,-25.748017988852844,-25.748017988852844,-25.748017988852844,-25.748017988852844,-25.748017988852844,0.0,0.0,0.0,-32869.88732955267
2024-09-25,-32802.04668862105,-34159.2257209757,-31538.591524912343,-32802.04668862105,-32802.04668862105,-0.29311020953816086,-0.29311020953816086,-0.29311020953816086,-0.29311020953816086,-0.29311020953816086,-0.29311020953816086,0.0,0.0,0.0,-32802.33979883059
2024-09-26,-32759.95406567828,-34044.36515043339,-31474.588454394518,-32759.95406567828,-32759.95406567828,-8.290372774249095,-8.290372774249095,-8.290372774249095,-8.290372774249095,-8.290372774249095,-8.290372774249095,0.0,0.0,0.0,-32768.24443845253
2024-09-27,-32717.86144273551,-33893.02557140555,-31327.440773929407,-32717.86144273551,-32717.86144273551,83.46607333709976,83.46607333709976,83.46607333709976,83.46607333709976,83.46607333709976,83.46607333709976,0.0,0.0,0.0,-32634.39536939841
2024-09-30,-32797.94676411153,-33974.68852950444,-31380.456796956027,-32797.94676411153,-32797.94676411153,147.59913396702567,147.59913396702567,147.59913396702567,147.59913396702567,147.59913396702567,147.59913396702567,0.0,0.0,0.0,-32650.347630144508
2024-10-01,-32824.641871236876,-34212.26402977761,-31531.510977031096,-32824.641871236876,-32824.641871236876,-25.74801798877281,-25.74801798877281,-25.74801798877281,-25.74801798877281,-25.74801798877281,-25.74801798877281,0.0,0.0,0.0,-32850.38988922565
2024-10-02,-32851.33697836222,-34255.82171382867,-31580.75212833913,-32851.33697836222,-32851.33697836222,-0.2931102098281945,-0.2931102098281945,-0.2931102098281945,-0.2931102098281945,-0.2931102098281945,-0.2931102098281945,0.0,0.0,0.0,-32851.63008857205
2024-10-03,-32878.03208548756,-34249.35592507953,-31663.34188223521,-32878.03208548756,-32878.03208548756,-8.290372774909047,-8.290372774909047,-8.290372774909047,-8.290372774909047,-8.290372774909047,-8.290372774909047,0.0,0.0,0.0,-32886.32245826247
2024-10-04,-32904.7271926129,-34115.97891627583,-31574.643184796892,-32904.7271926129,-32904.7271926129,83.466073336824,83.466073336824,83.466073336824,83.466073336824,83.466073336824,83.466073336824,0.0,0.0,0.0,-32821.26111927608
2024-10-07,-32984.81251398892,-34083.38919009958,-31683.14152239612,-32984.81251398892,-32984.81251398892,147.59913396690558,147.59913396690558,147.59913396690558,147.59913396690558,147.59913396690558,147.59913396690558,0.0,0.0,0.0,-32837.21338002202
2024-10-08,-33011.50762111427,-34328.9506652232,-31815.64028744499,-33011.50762111427,-33011.50762111427,-25.748017988692755,-25.748017988692755,-25.748017988692755,-25.748017988692755,-25.748017988692755,-25.748017988692755,0.0,0.0,0.0,-33037.255639102965
2024-10-09,-33038.202728239616,-34347.90051035291,-31806.089274137732,-33038.202728239616,-33038.202728239616,-0.2931102096899198,-0.2931102096899198,-0.2931102096899198,-0.2931102096899198,-0.2931102096899198,-0.2931102096899198,0.0,0.0,0.0,-33038.49583844931
2024-10-10,-33111.79539392533,-34405.928560490735,-31801.69919455729,-33111.79539392533,-33111.79539392533,-8.290372774532038,-8.290372774532038,-8.290372774532038,-8.290372774532038,-8.290372774532038,-8.290372774532038,0.0,0.0,0.0,-33120.085766699856
2024-10-11,-33185.38805961104,-34415.76185507064,-31816.346743830476,-33185.38805961104,-33185.38805961104,83.46607333756087,83.46607333756087,83.46607333756087,83.46607333756087,83.46607333756087,83.46607333756087,0.0,0.0,0.0,-33101.921986273475
2024-10-14,-33406.16605666818,-34565.34505859761,-31925.87355608268,-33406.16605666818,-33406.16605666818,147.599133967239,147.599133967239,147.599133967239,147.599133967239,147.599133967239,147.599133967239,0.0,0.0,0.0,-33258.56692270094
2024-10-15,-33479.758722353894,-34780.136528559706,-32209.51743216598,-33479.758722353894,-33479.758722353894,-25.748017988247014,-25.748017988247014,-25.748017988247014,-25.748017988247014,-25.748017988247014,-25.748017988247014,0.0,0.0,0.0,-33505.50674034214
2024-10-16,-33553.351388039606,-34769.49992526658,-32235.390611266077,-33553.351388039606,-33553.351388039606,-0.29311020997995346,-0.29311020997995346,-0.29311020997995346,-0.29311020997995346,-0.29311020997995346,-0.29311020997995346,0.0,0.0,0.0,-33553.64449824959
2024-10-17,-33626.94405372532,-34934.309870765705,-32393.60391764,-33626.94405372532,-33626.94405372532,-8.29037277519199,-8.29037277519199,-8.29037277519199,-8.29037277519199,-8.29037277519199,-8.29037277519199,0.0,0.0,0.0,-33635.23442650051
2024-10-18,-33700.53671941103,-34864.522962544324,-32283.973341130873,-33700.53671941103,-33700.53671941103,83.46607333642565,83.46607333642565,83.46607333642565,83.46607333642565,83.46607333642565,83.46607333642565,0.0,0.0,0.0,-33617.0706460746
2024-10-21,-34004.3513805239,-35076.804350450046,-32637.91121972734,-34004.3513805239,-34004.3513805239,147.59913396734567,147.59913396734567,147.59913396734567,147.59913396734567,147.59913396734567,147.59913396734567,0.0,0.0,0.0,-33856.75224655655
2024-10-22,-34105.62293422819,-35352.899817526486,-32767.43897617257,-34105.62293422819,-34105.62293422819,-25.74801798816698,-25.74801798816698,-25.74801798816698,-25.74801798816698,-25.74801798816698,-25.74801798816698,0.0,0.0,0.0,-34131.370952216355
2024-10-23,-34206.89448793247,-35488.1080881531,-32924.36415018256,-34206.89448793247,-34206.89448793247,-0.29311020933753074,-0.29311020933753074,-0.29311020933753074,-0.29311020933753074,-0.29311020933753074,-0.29311020933753074,0.0,0.0,0.0,-34207.187598141805
